age,tool,use_case,hours_per_week,satisfaction_1to10,would_recommend
15,Midjourney,Research,3.9,7,True
14,Grammarly,Creative,5.2,7,True
19,Notion AI,Coding,5.1,5,True
13,ChatGPT,Homework Help,5.6,5,True
19,Microsoft Copilot,Creative,1.7,8,True
16,Midjourney,Research,5.8,9,False
13,Microsoft Copilot,Math,2.9,9,True
19,Midjourney,Coding,8.6,7,True
21,ChatGPT,Homework Help,2.2,9,True
20,Grammarly,Image Generation,1.2,6,False
16,Microsoft Copilot,Research,7.8,8,False
21,GitHub Copilot,Creative,3.4,10,True
14,Midjourney,Coding,6.0,6,True
17,Google Gemini,Creative,4.1,8,True
18,Perplexity,Homework Help,4.8,5,True
20,Midjourney,Research,4.8,5,False
19,Grammarly,Research,1.6,8,False
17,Perplexity,Coding,4.6,5,True
21,Microsoft Copilot,Math,5.9,6,True
20,Perplexity,Translation,0.5,10,True
22,ChatGPT,Math,5.2,10,False
14,Notion AI,Math,8.8,8,True
14,Google Gemini,Writing,3.9,9,True
14,ChatGPT,Image Generation,2.7,6,True
16,ChatGPT,Image Generation,5.5,7,True
16,Notion AI,Research,4.7,6,True
22,Notion AI,Coding,4.5,9,True
14,Perplexity,Translation,2.0,6,True
18,GitHub Copilot,Math,1.5,7,True
15,Microsoft Copilot,Homework Help,0.3,9,True
22,Microsoft Copilot,Translation,5.4,7,True
16,ChatGPT,Homework Help,4.7,9,False
21,Perplexity,Translation,7.1,8,True
16,GitHub Copilot,Creative,1.1,5,True
18,Midjourney,Creative,1.4,9,True
16,Google Gemini,Writing,0,8,True
20,Midjourney,Creative,5.7,5,True
16,Microsoft Copilot,Coding,4.3,10,True
20,Perplexity,Coding,3.2,5,False
17,ChatGPT,Writing,7.7,6,True
20,GitHub Copilot,Translation,5.0,8,True
17,Google Gemini,Image Generation,3.0,7,True
13,ChatGPT,Homework Help,3.0,5,True
14,Midjourney,Research,7.1,10,False
14,GitHub Copilot,Homework Help,4.9,7,True
14,Google Gemini,Research,5.2,9,False
18,Google Gemini,Writing,0.5,8,True
15,GitHub Copilot,Creative,3.5,8,True
18,Notion AI,Coding,5.7,9,True
17,Notion AI,Coding,1.4,9,True
16,Midjourney,Math,5.7,7,True
20,GitHub Copilot,Image Generation,6.9,10,True
14,GitHub Copilot,Image Generation,0.4,10,True
14,Microsoft Copilot,Homework Help,5.8,6,True
15,Notion AI,Translation,0.9,8,False
20,Notion AI,Coding,4.8,10,True
14,Notion AI,Writing,5.0,10,True
20,Perplexity,Homework Help,2.4,10,True
19,Grammarly,Image Generation,1.4,7,True
19,Grammarly,Image Generation,0,9,True
20,Perplexity,Math,5.3,8,True
21,ChatGPT,Homework Help,4.9,10,True
21,Microsoft Copilot,Research,2.5,10,True
20,Midjourney,Research,2.0,7,True
15,Notion AI,Image Generation,2.8,9,True
18,Perplexity,Homework Help,0.8,9,True
18,GitHub Copilot,Math,4.4,5,True
18,Microsoft Copilot,Coding,9.9,6,False
16,Midjourney,Homework Help,2.4,10,True
20,Microsoft Copilot,Homework Help,9.2,10,True
22,Grammarly,Translation,2.9,8,True
16,ChatGPT,Research,0.5,8,True
22,Google Gemini,Homework Help,3.5,8,False
14,Grammarly,Creative,3.8,9,False
20,GitHub Copilot,Image Generation,5.2,5,True
17,Notion AI,Image Generation,5.7,6,True
21,Grammarly,Math,5.7,6,True
19,Grammarly,Homework Help,5.0,8,True
19,Perplexity,Writing,3.2,7,False
22,Notion AI,Writing,1.3,5,True
16,Microsoft Copilot,Coding,2.6,7,True
19,Notion AI,Image Generation,6.3,9,False
20,Google Gemini,Image Generation,4.6,5,False
18,Microsoft Copilot,Homework Help,2.7,9,True
21,ChatGPT,Writing,3.6,6,False
14,Notion AI,Homework Help,3.0,7,True
14,Perplexity,Research,4.7,7,False
20,GitHub Copilot,Coding,2.8,7,True
18,Google Gemini,Writing,7.2,6,True
18,Grammarly,Coding,0,7,True
14,Grammarly,Math,6.5,8,False
16,Notion AI,Research,3.7,7,True
18,ChatGPT,Homework Help,5.5,8,True
17,Midjourney,Translation,5.0,10,False
22,Google Gemini,Math,6.8,7,True
17,Perplexity,Homework Help,4.5,9,True
20,Perplexity,Coding,0.8,6,True
17,Grammarly,Writing,2.9,9,True
17,Google Gemini,Translation,7.4,6,True
13,ChatGPT,Creative,4.1,5,True
17,ChatGPT,Math,5.3,6,True
22,GitHub Copilot,Math,1.2,6,False
20,Google Gemini,Homework Help,6.1,5,True
22,Google Gemini,Writing,0,7,True
16,GitHub Copilot,Image Generation,5.6,10,False
22,Google Gemini,Writing,2.4,9,False
19,Midjourney,Research,2.0,9,True
15,Midjourney,Math,5.3,6,False
21,Notion AI,Translation,5.4,8,True
14,Google Gemini,Writing,2.1,10,False
21,Midjourney,Homework Help,0,5,True
16,Google Gemini,Research,8.8,9,False
18,Google Gemini,Math,0.2,8,True
20,Perplexity,Math,5.8,8,False
22,Google Gemini,Coding,5.7,8,False
15,Midjourney,Research,6.4,9,False
16,Grammarly,Research,2.5,5,True
16,Grammarly,Math,5.2,8,True
17,Grammarly,Homework Help,6.4,7,True
13,GitHub Copilot,Coding,3.3,8,False
19,Microsoft Copilot,Writing,5.7,5,True
15,GitHub Copilot,Creative,2.6,5,True
19,Microsoft Copilot,Image Generation,4.3,5,True
19,GitHub Copilot,Image Generation,4.3,10,False
15,Microsoft Copilot,Creative,2.7,6,True
16,Perplexity,Research,0.9,6,True
14,GitHub Copilot,Translation,5.6,6,True
20,GitHub Copilot,Image Generation,3.4,7,True
14,Perplexity,Math,3.7,7,True
17,Google Gemini,Homework Help,2.0,10,True
19,Grammarly,Writing,5.7,7,True
22,Midjourney,Writing,3.1,10,True
16,GitHub Copilot,Translation,7.3,5,True
22,Grammarly,Translation,6.4,10,True
20,Perplexity,Translation,1.9,7,True
21,Google Gemini,Translation,3.3,8,True
18,ChatGPT,Coding,3.1,10,True
15,Microsoft Copilot,Homework Help,2.6,8,True
14,GitHub Copilot,Creative,6.3,9,True
15,GitHub Copilot,Creative,2.6,5,True
21,Midjourney,Homework Help,3.0,7,True
21,Microsoft Copilot,Homework Help,5.1,5,True
13,Perplexity,Homework Help,1.5,9,True
15,Microsoft Copilot,Homework Help,2.6,6,True
13,GitHub Copilot,Writing,3.0,6,True
17,Perplexity,Coding,4.3,8,True
22,Microsoft Copilot,Homework Help,6.6,6,True
13,ChatGPT,Writing,4.8,6,True
20,Midjourney,Translation,5.9,9,True
17,Midjourney,Writing,3.0,6,True
17,ChatGPT,Homework Help,3.7,10,True
13,ChatGPT,Research,1.0,8,False
18,ChatGPT,Math,3.8,9,True
17,Notion AI,Homework Help,0,9,True
18,Microsoft Copilot,Homework Help,3.3,9,True
18,Google Gemini,Writing,6.0,8,True
13,ChatGPT,Image Generation,6.6,10,True
17,Google Gemini,Coding,3.7,9,True
16,Notion AI,Creative,2.6,9,True
16,Perplexity,Writing,2.6,10,True
14,Microsoft Copilot,Translation,0.9,9,True
21,GitHub Copilot,Research,3.3,6,True
20,Notion AI,Image Generation,4.9,5,True
15,Grammarly,Translation,3.8,9,True
20,ChatGPT,Homework Help,2.7,8,True
22,Google Gemini,Homework Help,3.6,8,True
18,Microsoft Copilot,Coding,4.8,10,True
15,Midjourney,Creative,5.3,10,False
18,Notion AI,Math,3.6,6,True
14,GitHub Copilot,Research,2.8,5,False
17,Microsoft Copilot,Coding,3.3,5,True
21,Grammarly,Creative,0,9,False
19,Grammarly,Translation,1.1,5,True
16,Notion AI,Math,1.3,7,True
16,Perplexity,Creative,4.7,5,True
13,Google Gemini,Homework Help,6.4,5,True
16,Microsoft Copilot,Writing,1.1,7,True
16,Microsoft Copilot,Math,2.6,9,True
18,Google Gemini,Coding,4.8,10,True
21,Grammarly,Translation,5.5,5,True
16,Notion AI,Homework Help,4.4,10,True
17,Grammarly,Creative,0.9,5,True
17,GitHub Copilot,Homework Help,2.9,9,False
14,ChatGPT,Homework Help,2.0,9,True
22,Midjourney,Research,4.4,6,False
20,Microsoft Copilot,Math,4.0,10,True
13,Perplexity,Translation,1.9,5,True
22,ChatGPT,Math,3.1,5,True
14,ChatGPT,Coding,5.9,8,True
18,Google Gemini,Homework Help,5.6,9,False
13,Notion AI,Translation,0,6,True
17,GitHub Copilot,Translation,2.3,6,True
14,Grammarly,Math,0.6,8,True
18,GitHub Copilot,Research,3.4,9,False
15,Notion AI,Coding,5.7,5,True
21,Notion AI,Research,3.9,8,False
16,ChatGPT,Image Generation,4.2,10,True
14,Perplexity,Math,7.1,6,True
21,Google Gemini,Coding,7.2,10,True
22,Google Gemini,Writing,3.3,5,True
14,ChatGPT,Image Generation,1.3,9,True
17,Microsoft Copilot,Creative,1.9,10,True
13,ChatGPT,Creative,4.9,10,True
18,Perplexity,Math,3.1,7,True
18,GitHub Copilot,Image Generation,4.3,9,True
18,Google Gemini,Math,5.9,9,False
14,GitHub Copilot,Homework Help,4.5,10,True
13,Grammarly,Creative,5.0,9,True
18,Microsoft Copilot,Coding,2.8,8,True
21,Perplexity,Research,5.0,10,False
19,Notion AI,Math,0,8,True
15,GitHub Copilot,Creative,5.7,6,False
18,Perplexity,Image Generation,8.3,5,True
18,Google Gemini,Coding,5.1,5,True
20,Midjourney,Math,3.5,6,True
22,Notion AI,Homework Help,5.3,6,True
19,Notion AI,Writing,1.7,6,True
22,Midjourney,Translation,4.4,5,True
20,Microsoft Copilot,Math,5.4,7,True
14,Midjourney,Writing,4.1,6,True
17,Microsoft Copilot,Image Generation,1.4,5,False
21,Microsoft Copilot,Research,4.5,6,True
13,ChatGPT,Writing,6.8,7,True
16,ChatGPT,Creative,5.4,8,True
17,ChatGPT,Image Generation,0,5,True
18,Midjourney,Research,4.1,8,True
21,Midjourney,Translation,4.0,8,False
21,Perplexity,Translation,3.8,9,True
16,Midjourney,Math,4.4,7,True
14,Grammarly,Writing,5.2,9,True
18,Perplexity,Coding,0,8,True
22,Midjourney,Homework Help,3.8,5,True
21,ChatGPT,Image Generation,4.5,5,False
15,Google Gemini,Translation,2.7,10,False
15,Grammarly,Coding,4.8,6,False
21,Midjourney,Research,2.5,5,True
14,GitHub Copilot,Creative,7.3,10,True
18,Perplexity,Math,3.1,10,True
18,Midjourney,Math,0,8,True
14,Perplexity,Coding,3.5,7,True
20,GitHub Copilot,Coding,2.9,10,True
20,Grammarly,Math,1.3,9,True
15,Midjourney,Homework Help,6.8,5,True
15,GitHub Copilot,Writing,7.1,8,False
19,GitHub Copilot,Research,7.3,6,True
16,Grammarly,Coding,4.5,8,True
15,Google Gemini,Coding,0.9,5,True
22,Microsoft Copilot,Image Generation,3.5,9,True
22,Midjourney,Homework Help,3.2,8,True
19,GitHub Copilot,Writing,8.2,10,True
14,Perplexity,Research,4.9,5,False
13,Google Gemini,Homework Help,6.8,8,False
18,Microsoft Copilot,Homework Help,2.6,7,True
19,Notion AI,Math,3.3,6,True
22,Grammarly,Research,2.7,8,True
15,Microsoft Copilot,Image Generation,4.0,6,True
15,ChatGPT,Writing,0.1,7,True
15,GitHub Copilot,Creative,1.0,5,True
19,Notion AI,Translation,3.0,8,True
19,Grammarly,Creative,3.9,9,True
21,Google Gemini,Creative,5.3,8,True
14,Microsoft Copilot,Creative,2.7,8,True
14,Google Gemini,Math,4.7,5,True
17,Perplexity,Coding,2.5,6,True
17,GitHub Copilot,Creative,3.1,7,True
17,GitHub Copilot,Translation,3.9,9,True
17,GitHub Copilot,Translation,1.5,5,True
15,Google Gemini,Translation,0.8,9,False
15,Notion AI,Homework Help,4.1,8,False
16,Google Gemini,Creative,3.7,8,True
17,Notion AI,Coding,6.0,6,True
22,Grammarly,Translation,3.2,10,True
18,Google Gemini,Research,6.8,8,False
13,Notion AI,Image Generation,0,6,False
22,Perplexity,Homework Help,4.9,6,True
22,Midjourney,Creative,1.9,5,True
18,Midjourney,Coding,4.7,9,False
22,Midjourney,Writing,0.5,5,True
16,Grammarly,Homework Help,3.2,8,True
21,GitHub Copilot,Translation,2.5,8,True
18,Google Gemini,Coding,5.1,7,True
20,Grammarly,Math,3.8,6,False
19,Microsoft Copilot,Image Generation,0.7,10,False
16,Google Gemini,Creative,3.3,7,False
17,Perplexity,Translation,5.4,6,True
14,GitHub Copilot,Creative,2.5,9,True
18,GitHub Copilot,Translation,4.4,5,False
15,Microsoft Copilot,Coding,8.0,9,True
21,GitHub Copilot,Coding,0.5,6,False
13,Grammarly,Research,6.0,9,True
13,Microsoft Copilot,Writing,4.4,6,True
15,GitHub Copilot,Coding,4.3,9,True
19,Midjourney,Writing,1.5,9,False
19,Perplexity,Creative,7.8,10,False
20,Perplexity,Research,5.2,7,True
17,Notion AI,Writing,1.0,7,True
14,Microsoft Copilot,Coding,6.3,6,True
16,ChatGPT,Coding,4.2,10,True
19,GitHub Copilot,Math,4.7,8,True
20,ChatGPT,Math,1.7,8,True
13,Midjourney,Coding,3.8,7,True
15,Google Gemini,Coding,2.4,7,True
20,Microsoft Copilot,Homework Help,2.4,7,True
16,Microsoft Copilot,Coding,0,10,True
21,Grammarly,Translation,6.7,7,False
19,GitHub Copilot,Translation,8.7,6,True
13,Perplexity,Writing,4.0,6,True
21,GitHub Copilot,Research,6.1,10,True
21,Notion AI,Math,2.9,9,True
13,Google Gemini,Homework Help,1.1,10,False
18,GitHub Copilot,Creative,5.3,10,False
18,Microsoft Copilot,Research,3.5,7,True
14,Notion AI,Research,1.4,10,True
20,Microsoft Copilot,Image Generation,6.2,5,False
18,ChatGPT,Writing,1.9,10,True
13,Perplexity,Research,1.8,10,True
14,ChatGPT,Creative,2.2,9,True
14,Grammarly,Homework Help,3.3,6,True
17,Perplexity,Creative,0,10,False
14,GitHub Copilot,Image Generation,5.0,10,True
21,Perplexity,Image Generation,3.2,9,True
14,Grammarly,Math,0.6,6,True
16,Perplexity,Homework Help,1.1,10,False
21,GitHub Copilot,Homework Help,2.7,8,True
16,ChatGPT,Creative,5.6,8,True
22,Google Gemini,Creative,4.9,9,False
21,GitHub Copilot,Writing,4.5,8,True
19,Perplexity,Image Generation,3.1,6,True
17,Notion AI,Math,5.6,8,True
19,Midjourney,Image Generation,4.8,8,False
14,Google Gemini,Math,4.5,9,True
18,Microsoft Copilot,Creative,5.6,8,True
17,Perplexity,Writing,4.5,7,True
16,GitHub Copilot,Research,3.9,5,True
13,Microsoft Copilot,Research,4.3,10,False
17,Google Gemini,Creative,4.2,10,False
14,Perplexity,Creative,3.9,8,True
21,Google Gemini,Translation,2.5,5,True
17,Microsoft Copilot,Research,1.1,9,False
14,Microsoft Copilot,Creative,2.2,6,True
20,ChatGPT,Homework Help,6.3,10,True
22,Microsoft Copilot,Image Generation,0,8,True
16,Notion AI,Creative,3.1,6,True
15,GitHub Copilot,Image Generation,4.6,9,True
18,GitHub Copilot,Math,4.0,8,True
15,ChatGPT,Image Generation,3.7,8,False
16,Google Gemini,Image Generation,2.3,5,True
19,Midjourney,Research,4.3,10,True
16,Perplexity,Translation,2.0,5,True
22,ChatGPT,Research,6.6,7,True
22,ChatGPT,Writing,2.6,9,True
13,Microsoft Copilot,Image Generation,1.4,6,True
21,GitHub Copilot,Creative,3.3,5,True
17,Perplexity,Homework Help,3.3,5,True
20,Microsoft Copilot,Math,5.7,10,False
19,ChatGPT,Writing,3.5,5,True
13,ChatGPT,Writing,5.9,9,True
13,Notion AI,Image Generation,3.2,10,True
18,Grammarly,Research,1.0,5,True
15,Microsoft Copilot,Writing,5.2,5,True
13,Midjourney,Translation,5.2,9,True
15,Microsoft Copilot,Research,4.1,7,True
17,Google Gemini,Math,4.5,5,True
21,Google Gemini,Creative,3.6,9,True
15,Microsoft Copilot,Research,0.9,10,True
15,Microsoft Copilot,Creative,0,8,False
22,Perplexity,Coding,5.3,5,True
14,Notion AI,Research,6.2,5,True
16,Perplexity,Translation,7.0,10,True
15,Google Gemini,Creative,2.4,7,True
15,Microsoft Copilot,Image Generation,5.1,5,True
17,Perplexity,Creative,3.7,6,True
22,Perplexity,Research,2.3,5,True
17,Grammarly,Homework Help,0,8,True
16,Microsoft Copilot,Homework Help,3.0,5,True
13,Midjourney,Homework Help,2.1,6,True
19,Perplexity,Translation,1.8,9,True
21,Perplexity,Image Generation,6.6,10,True
16,Midjourney,Research,2.6,7,True
21,Midjourney,Image Generation,3.8,5,False
21,GitHub Copilot,Homework Help,0.8,7,True
17,Perplexity,Math,3.9,6,True
21,Google Gemini,Writing,0,10,True
13,Perplexity,Math,4.9,9,True
18,Microsoft Copilot,Writing,5.6,7,True
20,Grammarly,Math,5.1,6,True
20,Microsoft Copilot,Homework Help,5.0,5,True
13,Google Gemini,Coding,0.8,7,True
20,Perplexity,Creative,4.4,8,True
14,ChatGPT,Math,1.9,7,True
22,ChatGPT,Image Generation,4.0,5,True
20,Perplexity,Homework Help,3.8,7,True
22,Microsoft Copilot,Research,7.1,10,True
13,ChatGPT,Research,3.7,9,True
14,Grammarly,Translation,4.5,10,False
16,Midjourney,Homework Help,3.7,5,False
18,GitHub Copilot,Research,2.1,5,True
16,Perplexity,Research,7.1,9,True
13,GitHub Copilot,Coding,6.4,9,True
18,Perplexity,Research,4.3,9,False
20,ChatGPT,Writing,4.5,9,True
22,Notion AI,Research,4.1,5,True
13,GitHub Copilot,Math,2.9,8,True
16,ChatGPT,Research,0,9,False
22,GitHub Copilot,Math,2.5,8,False
19,Notion AI,Creative,3.3,5,False
18,Google Gemini,Homework Help,5.1,5,True
15,Perplexity,Writing,1.6,6,False
14,ChatGPT,Image Generation,7.3,6,True
17,Microsoft Copilot,Research,4.7,10,True
15,Perplexity,Translation,3.6,6,False
18,Microsoft Copilot,Image Generation,4.1,10,False
14,Google Gemini,Creative,0.3,6,True
19,Notion AI,Research,1.5,8,True
22,Perplexity,Writing,3.0,8,True
14,GitHub Copilot,Math,4.8,7,True
18,Perplexity,Creative,3.7,5,True
21,Midjourney,Creative,2.6,8,True
22,Perplexity,Coding,1.2,8,True
19,Microsoft Copilot,Writing,0.4,8,True
19,ChatGPT,Translation,2.2,6,True
22,ChatGPT,Coding,3.8,5,True
20,Midjourney,Coding,3.7,9,True
15,Notion AI,Research,2.0,9,True
13,Midjourney,Writing,3.7,6,True
21,Google Gemini,Research,3.9,6,True
17,GitHub Copilot,Translation,6.5,7,True
18,GitHub Copilot,Creative,7.6,8,True
20,Microsoft Copilot,Creative,1.0,7,True
20,Google Gemini,Image Generation,2.7,8,True
20,GitHub Copilot,Writing,5.4,5,True
19,Google Gemini,Research,0.8,9,True
16,Perplexity,Math,4.0,5,True
15,Grammarly,Research,5.6,9,True
20,ChatGPT,Coding,2.2,6,True
14,Microsoft Copilot,Coding,7.5,6,True
21,Google Gemini,Translation,2.0,8,True
13,Microsoft Copilot,Math,5.0,10,False
16,Midjourney,Translation,6.3,8,False
21,GitHub Copilot,Creative,3.9,9,False
21,GitHub Copilot,Homework Help,6.5,10,True
15,Grammarly,Writing,5.0,6,False
14,Microsoft Copilot,Coding,4.1,6,True
22,Notion AI,Math,0.3,8,True
13,Midjourney,Coding,5.0,8,False
17,ChatGPT,Research,5.1,5,True
19,GitHub Copilot,Coding,1.9,7,True
14,Notion AI,Image Generation,0,5,True
18,Google Gemini,Writing,2.0,5,True
17,Notion AI,Translation,3.5,5,True
17,ChatGPT,Translation,5.9,8,True
18,Midjourney,Creative,7.4,5,True
18,Microsoft Copilot,Image Generation,4.9,10,True
22,Perplexity,Writing,6.8,7,True
18,ChatGPT,Writing,7.5,6,True
16,Google Gemini,Writing,4.5,8,False
17,GitHub Copilot,Translation,2.7,7,True
16,ChatGPT,Image Generation,1.3,7,True
19,Perplexity,Image Generation,2.3,6,True
19,Perplexity,Image Generation,0.9,8,True
14,Notion AI,Research,3.2,9,False
19,Microsoft Copilot,Math,3.6,7,False
22,ChatGPT,Image Generation,0.7,6,True
15,Microsoft Copilot,Coding,1.9,5,True
14,GitHub Copilot,Translation,3.5,7,True
15,Google Gemini,Translation,3.2,7,True
17,GitHub Copilot,Coding,3.8,10,True
15,Microsoft Copilot,Research,5.1,5,True
15,Midjourney,Translation,0.8,5,False
20,GitHub Copilot,Math,4.5,9,True
18,GitHub Copilot,Math,6.1,5,True
17,Midjourney,Translation,3.0,7,True
14,Perplexity,Writing,2.7,8,True
14,ChatGPT,Creative,2.9,10,False
17,Perplexity,Math,4.7,5,True
19,Grammarly,Homework Help,0.4,9,True
18,Grammarly,Research,3.0,8,True
20,Google Gemini,Math,2.9,5,True
18,Google Gemini,Coding,1.2,9,True
21,Perplexity,Creative,1.6,6,True
14,Perplexity,Image Generation,1.0,9,True
17,Grammarly,Image Generation,3.0,10,True
19,ChatGPT,Translation,5.7,10,True
21,Midjourney,Creative,1.6,8,True
16,Microsoft Copilot,Image Generation,3.0,10,True
14,Google Gemini,Translation,2.5,8,False
14,Grammarly,Math,4.0,6,True
22,Google Gemini,Homework Help,4.0,9,False
13,Grammarly,Creative,2.6,8,True
14,Notion AI,Creative,7.7,5,True
19,GitHub Copilot,Research,1.6,6,True
18,Grammarly,Research,2.2,6,True
14,GitHub Copilot,Research,3.4,10,False
17,Grammarly,Writing,0,10,False
13,Notion AI,Math,3.4,8,True
17,Perplexity,Image Generation,6.5,5,True
13,Microsoft Copilot,Coding,1.8,5,False
16,Microsoft Copilot,Math,0.4,8,True
21,Notion AI,Creative,5.8,7,True
